5.00000e-003	2.50000e-003	2.36029e+001
5.00000e-003	7.50000e-003	2.49229e+000
5.00000e-003	1.25000e-002	1.54485e+000
5.00000e-003	1.75000e-002	1.18240e+000
5.00000e-003	2.25000e-002	9.73018e-001
5.00000e-003	2.75000e-002	8.35449e-001
5.00000e-003	3.25000e-002	7.38230e-001
5.00000e-003	3.75000e-002	6.65370e-001
5.00000e-003	4.25000e-002	6.07657e-001
5.00000e-003	4.75000e-002	5.59401e-001
5.00000e-003	5.25000e-002	5.16935e-001
5.00000e-003	5.75000e-002	4.77820e-001
5.00000e-003	6.25000e-002	4.40409e-001
5.00000e-003	6.75000e-002	4.03578e-001
5.00000e-003	7.25000e-002	3.66534e-001
5.00000e-003	7.75000e-002	3.28669e-001
5.00000e-003	8.25000e-002	2.89385e-001
5.00000e-003	8.75000e-002	2.47825e-001
5.00000e-003	9.25000e-002	2.02365e-001
5.00000e-003	9.75000e-002	1.49333e-001
5.00000e-003	1.02500e-001	-6.49851e-002
5.00000e-003	1.07500e-001	-2.78372e-001
5.00000e-003	1.12500e-001	-3.28962e-001
5.00000e-003	1.17500e-001	-3.70938e-001
5.00000e-003	1.22500e-001	-4.08141e-001
5.00000e-003	1.27500e-001	-4.42295e-001
5.00000e-003	1.32500e-001	-4.74342e-001
5.00000e-003	1.37500e-001	-5.04969e-001
5.00000e-003	1.42500e-001	-5.34873e-001
5.00000e-003	1.47500e-001	-5.64935e-001
5.00000e-003	1.52500e-001	-5.96368e-001
5.00000e-003	1.57500e-001	-6.30904e-001
5.00000e-003	1.62500e-001	-6.71056e-001
5.00000e-003	1.67500e-001	-7.20561e-001
5.00000e-003	1.72500e-001	-7.85163e-001
5.00000e-003	1.77500e-001	-8.74122e-001
5.00000e-003	1.82500e-001	-1.00347e+000
5.00000e-003	1.87500e-001	-1.20473e+000
5.00000e-003	1.92500e-001	-1.55923e+000
5.00000e-003	1.97500e-001	-2.49911e+000

1.50000e-002	2.50000e-003	2.55417e+001
1.50000e-002	7.50000e-003	9.32572e-001
1.50000e-002	1.25000e-002	8.35514e-001
1.50000e-002	1.75000e-002	6.97210e-001
1.50000e-002	2.25000e-002	5.92583e-001
1.50000e-002	2.75000e-002	5.17813e-001
1.50000e-002	3.25000e-002	4.62892e-001
1.50000e-002	3.75000e-002	4.20658e-001
1.50000e-002	4.25000e-002	3.86398e-001
1.50000e-002	4.75000e-002	3.57028e-001
1.50000e-002	5.25000e-002	3.30506e-001
1.50000e-002	5.75000e-002	3.05471e-001
1.50000e-002	6.25000e-002	2.81010e-001
1.50000e-002	6.75000e-002	2.56508e-001
1.50000e-002	7.25000e-002	2.31541e-001
1.50000e-002	7.75000e-002	2.05770e-001
1.50000e-002	8.25000e-002	1.78825e-001
1.50000e-002	8.75000e-002	1.50055e-001
1.50000e-002	9.25000e-002	1.17699e-001
1.50000e-002	9.75000e-002	7.35114e-002
1.50000e-002	1.02500e-001	-4.59162e-002
1.50000e-002	1.07500e-001	-1.65575e-001
1.50000e-002	1.12500e-001	-2.09346e-001
1.50000e-002	1.17500e-001	-2.39938e-001
1.50000e-002	1.22500e-001	-2.66159e-001
1.50000e-002	1.27500e-001	-2.89949e-001
1.50000e-002	1.32500e-001	-3.12035e-001
1.50000e-002	1.37500e-001	-3.32847e-001
1.50000e-002	1.42500e-001	-3.52777e-001
1.50000e-002	1.47500e-001	-3.72304e-001
1.50000e-002	1.52500e-001	-3.92096e-001
1.50000e-002	1.57500e-001	-4.13118e-001
1.50000e-002	1.62500e-001	-4.36777e-001
1.50000e-002	1.67500e-001	-4.65156e-001
1.50000e-002	1.72500e-001	-5.01375e-001
1.50000e-002	1.77500e-001	-5.50174e-001
1.50000e-002	1.82500e-001	-6.18750e-001
1.50000e-002	1.87500e-001	-7.17176e-001
1.50000e-002	1.92500e-001	-8.49386e-001
1.50000e-002	1.97500e-001	-9.40698e-001

2.50000e-002	2.50000e-003	2.64167e+001
2.50000e-002	7.50000e-003	8.18444e-001
2.50000e-002	1.25000e-002	8.06902e-001
2.50000e-002	1.75000e-002	6.94578e-001
2.50000e-002	2.25000e-002	5.92791e-001
2.50000e-002	2.75000e-002	5.17753e-001
2.50000e-002	3.25000e-002	4.62406e-001
2.50000e-002	3.75000e-002	4.19861e-001
2.50000e-002	4.25000e-002	3.85382e-001
