0.00000e+000	5.00000e-003	3.25779e-001	0.00000e+000	0.00000e+000	1.00000e+000	1.00000e+000	2.00000e-005	9.10000e-004	1.00000e-003	1.00000e-004	9.02467e+000	9.02467e+000	9.02467e+000	-1.#IND0e+000	1.30311e-003	1.#QNANe+000	9.20000e-004	2.73000e+002
0.00000e+000	1.50000e-002	3.81198e-001	0.00000e+000	0.00000e+000	1.00000e+000	1.00000e+000	2.00000e-005	9.10000e-004	1.00000e-003	1.00000e-004	9.76215e+000	9.76215e+000	9.76215e+000	-1.#IND0e+000	1.52479e-003	1.#QNANe+000	9.20000e-004	2.73000e+002
0.00000e+000	2.50000e-002	4.10086e-001	0.00000e+000	0.00000e+000	1.00000e+000	1.00000e+000	2.00000e-005	9.10000e-004	1.00000e-003	1.00000e-004	1.01253e+001	1.01253e+001	1.01253e+001	-1.#IND0e+000	1.64035e-003	1.#QNANe+000	9.20000e-004	2.73000e+002
0.00000e+000	3.50000e-002	4.30300e-001	0.00000e+000	0.00000e+000	1.00000e+000	1.00000e+000	2.00000e-005	9.10000e-004	1.00000e-003	1.00000e-004	1.03718e+001	1.03718e+001	1.03718e+001	-1.#IND0e+000	1.72120e-003	1.#QNANe+000	9.20000e-004	2.73000e+002
0.00000e+000	4.50000e-002	4.46046e-001	0.00000e+000	0.00000e+000	1.00000e+000	1.00000e+000	2.00000e-005	9.10000e-004	1.00000e-003	1.00000e-004	1.05599e+001	1.05599e+001	1.05599e+001	-1.#IND0e+000	1.78418e-003	1.#QNANe+000	9.20000e-004	2.73000e+002
0.00000e+000	5.50000e-002	4.59031e-001	0.00000e+000	0.00000e+000	1.00000e+000	1.00000e+000	2.00000e-005	9.10000e-004	1.00000e-003	1.00000e-004	1.07125e+001	1.07125e+001	1.07125e+001	-1.#IND0e+000	1.83612e-003	1.#QNANe+000	9.20000e-004	2.73000e+002
0.00000e+000	6.50000e-002	4.70129e-001	0.00000e+000	0.00000e+000	1.00000e+000	1.00000e+000	2.00000e-005	9.10000e-004	1.00000e-003	1.00000e-004	1.08412e+001	1.08412e+001	1.08412e+001	-1.#IND0e+000	1.88051e-003	1.#QNANe+000	9.20000e-004	2.73000e+002
0.00000e+000	7.50000e-002	4.79848e-001	0.00000e+000	0.00000e+000	1.00000e+000	1.00000e+000	2.00000e-005	9.10000e-004	1.00000e-003	1.00000e-004	1.09527e+001	1.09527e+001	1.09527e+001	-1.#IND0e+000	1.91939e-003	1.#QNANe+000	9.20000e-004	2.73000e+002
0.00000e+000	8.50000e-002	4.88514e-001	0.00000e+000	0.00000e+000	1.00000e+000	1.00000e+000	2.00000e-005	9.10000e-004	1.00000e-003	1.00000e-004	1.10512e+001	1.10512e+001	1.10512e+001	-1.#IND0e+000	1.95406e-003	1.#QNANe+000	9.20000e-004	2.73000e+002
0.00000e+000	9.50000e-002	4.96346e-001	0.00000e+000	0.00000e+000	1.00000e+000	1.00000e+000	2.00000e-005	9.10000e-004	1.00000e-003	1.00000e-004	1.11394e+001	1.11394e+001	1.11394e+001	-1.#IND0e+000	1.98538e-003	1.#QNANe+000	9.20000e-004	2.73000e+002
